Metadata_data_name	Metadata_Predicted_Class	Metadata_Phenotypic_Value	UMAP0	UMAP1
mitocheck	Large	1.0	1.9727921	6.3359337
mitocheck	Large	1.0	3.2118704	5.6169343
mitocheck	Large	1.0	-0.42430085	8.3141365
mitocheck	Large	1.0	-0.076583244	10.818566
mitocheck	Large	1.0	2.2119608	6.8908844
mitocheck	Large	1.0	3.8285208	5.9966497
mitocheck	Large	1.0	-1.330474	3.3032346
mitocheck	Large	1.0	2.1799068	8.923031
mitocheck	Large	1.0	3.3178937	5.787039
mitocheck	Large	1.0	2.543921	6.8677764
mitocheck	Large	1.0	2.5690453	7.9243255
mitocheck	Large	1.0	3.0283167	7.6611757
mitocheck	Large	1.0	3.4801502	5.852715
mitocheck	Large	1.0	3.5549529	6.486032
mitocheck	Large	1.0	3.6737807	6.3560147
mitocheck	Large	1.0	3.6139498	5.6497836
mitocheck	Large	1.0	3.2740824	5.5515485
mitocheck	Large	1.0	3.6103349	5.6845503
mitocheck	Large	1.0	3.118082	6.190527
mitocheck	Large	1.0	3.4621613	6.493172
mitocheck	Large	1.0	2.3144972	5.491007
mitocheck	Large	1.0	1.8194631	8.887611
mitocheck	Large	1.0	1.7417403	6.4265156
mitocheck	Large	1.0	0.30229783	4.350433
mitocheck	Large	1.0	2.7154927	6.706267
mitocheck	Large	1.0	3.9618845	6.4741817
mitocheck	Large	1.0	-1.8140856	5.2523794
mitocheck	Large	1.0	4.0133634	5.840645
mitocheck	Large	1.0	1.4145515	9.200609
mitocheck	Large	1.0	-1.8600463	3.5380807
mitocheck	Large	1.0	2.1644275	9.047072
mitocheck	Large	1.0	4.0387425	5.8587337
mitocheck	Large	1.0	4.0488224	5.866778
mitocheck	Large	1.0	3.7671695	5.8158245
mitocheck	Large	1.0	4.028949	5.863749
mitocheck	Large	1.0	2.767866	6.0421257
mitocheck	Large	1.0	2.2378154	8.268842
mitocheck	Large	1.0	3.89542	5.570212
mitocheck	Large	1.0	3.233765	5.4593906
mitocheck	Large	1.0	3.4887931	6.5456543
mitocheck	Large	1.0	3.5696602	6.2301774
mitocheck	Large	1.0	3.739529	5.77203
mitocheck	Large	1.0	2.0273058	8.373349
mitocheck	Large	1.0	3.363527	5.810883
mitocheck	Large	1.0	2.9267497	5.378973
mitocheck	Large	1.0	3.32862	5.5315733
mitocheck	Large	1.0	2.804331	5.5004954
mitocheck	Large	1.0	3.7211301	5.715065
mitocheck	Large	1.0	3.8703709	6.251119
mitocheck	Large	1.0	3.532822	6.3505526
mitocheck	Large	1.0	3.8967304	5.955513
mitocheck	Large	1.0	3.6214626	6.330658
mitocheck	Large	1.0	3.8298306	6.2460403
mitocheck	Large	1.0	3.8613229	6.048831
mitocheck	Large	1.0	3.6478744	6.361505
mitocheck	Large	1.0	3.5375392	6.438755
mitocheck	Large	1.0	3.498047	6.5454
mitocheck	Large	1.0	3.491492	6.3767624
mitocheck	Large	1.0	3.6197028	6.3112698
mitocheck	Large	1.0	3.8870058	6.115016
mitocheck	Large	1.0	3.5077477	6.433879
mitocheck	Large	1.0	3.4180875	5.910251
mitocheck	Large	1.0	3.5784929	6.380587
mitocheck	Large	1.0	3.5825605	6.1845136
mitocheck	Large	1.0	3.7773042	6.5299807
mitocheck	Large	1.0	3.5829654	6.302428
mitocheck	Large	1.0	3.997391	5.867631
mitocheck	Large	1.0	3.7434654	6.30933
mitocheck	Large	1.0	3.5183249	6.8166194
mitocheck	Large	1.0	3.654714	6.300746
mitocheck	Large	1.0	3.763751	6.0634055
mitocheck	Large	1.0	4.10277	6.016485
mitocheck	Large	1.0	3.6800482	6.304323
mitocheck	Large	1.0	2.497006	6.073209
mitocheck	Large	1.0	3.127277	6.7336597
mitocheck	Large	1.0	0.39887318	0.13396877
mitocheck	Large	1.0	3.121966	5.6645675
mitocheck	Large	1.0	3.3548555	3.3417463
mitocheck	Large	1.0	3.070566	4.429668
mitocheck	Prometaphase	1.0	-0.4273383	-1.1391767
mitocheck	Prometaphase	1.0	-0.22801846	-0.26325414
mitocheck	Prometaphase	1.0	0.42877793	-0.3173197
mitocheck	Prometaphase	1.0	-1.9391266	0.5907487
mitocheck	Prometaphase	1.0	-0.3324184	0.16599287
mitocheck	Prometaphase	1.0	-0.87155485	0.06697002
mitocheck	Prometaphase	1.0	-0.74274945	-1.8606635
mitocheck	Prometaphase	1.0	1.1189544	0.36727208
mitocheck	Prometaphase	1.0	-0.50776666	0.41292974
mitocheck	Prometaphase	1.0	-0.38076648	-2.0316172
mitocheck	Prometaphase	1.0	-0.84627396	-0.6098165
mitocheck	Prometaphase	1.0	-0.4124897	-1.9607999
mitocheck	Prometaphase	1.0	-0.65317214	-0.9167647
mitocheck	Prometaphase	1.0	-0.5034086	-2.1504874
mitocheck	Prometaphase	1.0	-0.49529687	-1.7690655
mitocheck	Prometaphase	1.0	-0.6522024	-0.66328835
mitocheck	Prometaphase	1.0	-2.4951637	1.6658874
mitocheck	Prometaphase	1.0	-0.7006453	-0.8139039
mitocheck	Prometaphase	1.0	-0.3112265	-2.0859733
mitocheck	Prometaphase	1.0	-0.54675883	-1.8013132
mitocheck	Prometaphase	1.0	-0.43799746	-2.0708947
mitocheck	Prometaphase	1.0	-0.8905955	-1.5371938
mitocheck	Prometaphase	1.0	-0.3090933	-1.482558
mitocheck	Prometaphase	1.0	-0.964088	-0.5976264
mitocheck	Prometaphase	1.0	-0.4804315	-1.4944446
mitocheck	Prometaphase	1.0	-0.76459056	-0.98879737
mitocheck	Prometaphase	1.0	-0.68937755	-1.0235108
mitocheck	Prometaphase	1.0	-0.9595145	0.9413165
mitocheck	Prometaphase	1.0	-1.0132616	-0.3448903
mitocheck	Prometaphase	1.0	-0.11361877	-2.277925
mitocheck	Prometaphase	1.0	-0.3624782	-1.4168922
mitocheck	Prometaphase	1.0	-0.931518	-1.3907157
mitocheck	Prometaphase	1.0	-0.8030446	-0.80516165
mitocheck	Prometaphase	1.0	-0.29349914	-1.4588976
mitocheck	Prometaphase	1.0	-0.8904006	-1.2326229
mitocheck	Prometaphase	1.0	0.8756512	1.1428769
mitocheck	Prometaphase	1.0	-0.45178387	-2.0811496
mitocheck	Prometaphase	1.0	-1.3992372	1.6936654
mitocheck	Prometaphase	1.0	-1.0316883	-1.2462926
mitocheck	Prometaphase	1.0	-1.2717458	1.6942712
mitocheck	Prometaphase	1.0	-0.58454436	-0.9318504
mitocheck	Prometaphase	1.0	-1.2528877	0.56527245
mitocheck	Prometaphase	1.0	-0.77051544	-0.8193396
mitocheck	Prometaphase	1.0	-0.7846777	-1.2377332
mitocheck	Prometaphase	1.0	-1.465988	1.7264888
mitocheck	Prometaphase	1.0	-0.8435914	-1.6731725
mitocheck	Prometaphase	1.0	-0.13608277	-0.42009744
mitocheck	Prometaphase	1.0	1.2254019	2.994041
mitocheck	Prometaphase	1.0	-0.18036865	-2.1816092
mitocheck	Prometaphase	1.0	-2.1464925	1.3463302
mitocheck	Prometaphase	1.0	0.32924816	1.1584982
mitocheck	Prometaphase	1.0	0.02067787	-2.4880726
mitocheck	Prometaphase	1.0	1.0498251	-1.3591727
mitocheck	Prometaphase	1.0	-0.28931713	-1.0745782
mitocheck	Prometaphase	1.0	-0.91360277	-1.4790221
mitocheck	Prometaphase	1.0	0.0830195	-2.0054889
mitocheck	Prometaphase	1.0	-0.043473378	-1.7481095
mitocheck	Prometaphase	1.0	-0.18526356	-2.1771145
mitocheck	Prometaphase	1.0	-0.72499204	1.6653479
mitocheck	Prometaphase	1.0	-1.1971363	0.6226464
mitocheck	Prometaphase	1.0	0.18550456	0.2178534
mitocheck	Prometaphase	1.0	-0.22706528	-1.8269367
mitocheck	Prometaphase	1.0	-0.1603246	-0.6724577
mitocheck	Prometaphase	1.0	-0.27101034	-0.01872359
mitocheck	Prometaphase	1.0	-0.42418003	-1.1959664
mitocheck	Prometaphase	1.0	1.2456422	-0.700711
mitocheck	Prometaphase	1.0	-0.25429302	-0.9770774
mitocheck	Prometaphase	1.0	-1.2428447	-0.5953181
mitocheck	Prometaphase	1.0	-0.17761616	-1.1137642
mitocheck	Prometaphase	1.0	-0.9774199	-1.1798321
mitocheck	Prometaphase	1.0	-1.2723292	0.6348812
mitocheck	Prometaphase	1.0	1.5612411	0.7935679
mitocheck	Prometaphase	1.0	-0.48726153	1.697996
mitocheck	Prometaphase	1.0	-0.6022824	-0.3571079
mitocheck	Prometaphase	1.0	1.2749692	-1.0553207
mitocheck	Prometaphase	1.0	0.20494139	4.9930263
mitocheck	Prometaphase	1.0	-0.20316027	-0.88756067
mitocheck	Prometaphase	1.0	-0.5487249	-1.0928856
mitocheck	Prometaphase	1.0	-1.5412105	2.2184603
mitocheck	Prometaphase	1.0	0.8964551	-1.419223
mitocheck	Prometaphase	1.0	-1.404337	1.4869987
mitocheck	Prometaphase	1.0	-1.1168833	-1.2668681
mitocheck	Prometaphase	1.0	1.1889133	-0.68275
mitocheck	Prometaphase	1.0	-1.8478652	0.68869424
mitocheck	Prometaphase	1.0	0.49161938	3.0523012
